STATION_ID,MMP_SITE_NAME,LONGITUDE,LATITUDE,LOGGER_SERIAL,SAMPLE_DAY,CHL_QA_AVG,NTU_QA_AVG
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-14,0.927,2.139
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-15,1.029,3.438
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-16,0.79,4.0
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-17,0.613,3.625
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-18,0.523,3.844
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-19,0.81,11.624
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-20,0.866,7.88
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-21,0.846,5.444
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-22,0.943,6.467
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-23,0.817,5.024
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-24,0.71,2.915
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-25,0.666,2.951
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-26,0.607,1.876
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-27,0.591,1.153
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-28,0.854,2.105
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-29,0.774,9.037
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-30,0.664,28.542
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-31,0.808,7.596
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2016-01-01,0.673,2.407
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2016-01-02,0.478,1.293
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2016-01-03,0.493,3.17
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2016-01-04,0.491,1.435
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2016-01-05,0.353,1.033
